department,job_role,salary,overtime,overtime_hours,hours_worked,projects_handled,performance_rating,productivity_score,years_at_company,attrition,hourly_rate,overtime_cost,efficiency_score,high_risk
Research & Development,Research Director,17779.0,No,5.0,45.0,5,3.0,0.6,10,No,111.11875,555.59375,0.09999999999999999,0
Research & Development,Healthcare Representative,6833.0,Yes,15.0,55.0,4,3.0,0.6,6,No,42.70625,640.59375,0.0375,1
Research & Development,Healthcare Representative,6812.0,No,5.0,45.0,4,3.0,0.6,10,No,42.575,212.875,0.09999999999999999,0
Sales,Sales Executive,5171.0,No,5.0,45.0,4,3.0,0.6,6,No,32.31875,161.59375,0.09999999999999999,0
Research & Development,Research Director,19740.0,No,5.0,45.0,6,3.0,0.6,8,No,123.375,616.875,0.09999999999999999,0
Research & Development,Manager,18711.0,No,5.0,45.0,8,3.0,0.6,1,No,116.94375,584.71875,0.09999999999999999,0
Research & Development,Research Scientist,3692.0,No,5.0,45.0,8,3.0,0.6,11,No,23.075,115.375,0.09999999999999999,0
Research & Development,Laboratory Technician,2559.0,No,5.0,45.0,8,3.0,0.6,1,No,15.99375,79.96875,0.09999999999999999,0
Research & Development,Research Scientist,2517.0,No,5.0,45.0,8,3.0,0.6,5,No,15.73125,78.65625,0.09999999999999999,0
Research & Development,Healthcare Representative,6623.0,Yes,15.0,55.0,7,3.0,0.6,6,No,41.39375,620.90625,0.0375,1
Research & Development,Research Director,18265.0,No,5.0,45.0,6,3.0,0.6,1,No,114.15625,570.78125,0.09999999999999999,0
Research & Development,Research Director,16124.0,No,5.0,45.0,3,3.0,0.6,7,No,100.775,503.875,0.09999999999999999,0
Research & Development,Research Scientist,2585.0,No,5.0,45.0,7,3.0,0.6,1,No,16.15625,80.78125,0.09999999999999999,0
Sales,Manager,18213.0,No,5.0,45.0,6,3.0,0.6,22,No,113.83125,569.15625,0.09999999999999999,0
Sales,Sales Executive,8380.0,Yes,15.0,55.0,4,3.0,0.6,9,No,52.375,785.625,0.0375,1
Research & Development,Research Scientist,2994.0,Yes,15.0,55.0,5,3.0,0.6,1,No,18.7125,280.6875,0.0375,1
Research & Development,Research Scientist,1223.0,No,5.0,45.0,4,4.0,0.8,1,No,7.64375,38.21875,0.13333333333333333,0
Sales,Sales Representative,1118.0,Yes,15.0,55.0,7,3.0,0.6,1,Yes,6.9875,104.8125,0.0375,1
Research & Development,Research Scientist,2875.0,Yes,15.0,55.0,3,4.0,0.8,8,No,17.96875,269.53125,0.05,0
Sales,Manager,18824.0,Yes,15.0,55.0,7,3.0,0.6,24,Yes,117.65,1764.75,0.0375,1
Research & Development,Healthcare Representative,13577.0,Yes,15.0,55.0,6,3.0,0.6,33,No,84.85625,1272.84375,0.0375,1
Research & Development,Laboratory Technician,2625.0,No,5.0,45.0,5,4.0,0.8,2,Yes,16.40625,82.03125,0.13333333333333333,0
Sales,Manager,18789.0,No,5.0,45.0,3,3.0,0.6,11,No,117.43125,587.15625,0.09999999999999999,0
Sales,Sales Executive,4538.0,Yes,15.0,55.0,3,3.0,0.6,3,No,28.3625,425.4375,0.0375,1
Sales,Manager,19847.0,Yes,15.0,55.0,5,4.0,0.8,29,No,124.04375,1860.65625,0.05,0
Research & Development,Manufacturing Director,10512.0,No,5.0,45.0,4,3.0,0.6,9,No,65.7,328.5,0.09999999999999999,0
Research & Development,Laboratory Technician,4444.0,No,5.0,45.0,5,3.0,0.6,11,No,27.775,138.875,0.09999999999999999,0
Research & Development,Laboratory Technician,2154.0,Yes,15.0,55.0,6,3.0,0.6,4,No,13.4625,201.9375,0.0375,1
Research & Development,Manager,19190.0,No,5.0,45.0,5,3.0,0.6,25,No,119.9375,599.6875,0.09999999999999999,0
Human Resources,Human Resources,4490.0,No,5.0,45.0,7,3.0,0.6,10,No,28.0625,140.3125,0.09999999999999999,0
Research & Development,Research Scientist,3506.0,Yes,15.0,55.0,6,3.0,0.6,3,No,21.9125,328.6875,0.0375,1
Research & Development,Research Scientist,2372.0,Yes,15.0,55.0,5,3.0,0.6,1,No,14.825,222.375,0.0375,1
Sales,Sales Executive,10231.0,No,5.0,45.0,7,3.0,0.6,21,No,63.94375,319.71875,0.09999999999999999,0
Research & Development,Manufacturing Director,5410.0,Yes,15.0,55.0,7,3.0,0.6,16,No,33.8125,507.1875,0.0375,1
Research & Development,Healthcare Representative,7978.0,No,5.0,45.0,7,3.0,0.6,10,Yes,49.8625,249.3125,0.09999999999999999,0
Research & Development,Laboratory Technician,3867.0,Yes,15.0,55.0,4,3.0,0.6,2,No,24.16875,362.53125,0.0375,1
Research & Development,Laboratory Technician,2838.0,No,5.0,45.0,4,3.0,0.6,7,No,17.7375,88.6875,0.09999999999999999,0
Research & Development,Manufacturing Director,4695.0,Yes,15.0,55.0,8,3.0,0.6,8,No,29.34375,440.15625,0.0375,1
Research & Development,Laboratory Technician,3339.0,Yes,15.0,55.0,5,3.0,0.6,7,Yes,20.86875,313.03125,0.0375,1
Research & Development,Research Scientist,2080.0,No,5.0,45.0,7,3.0,0.6,3,No,13.0,65.0,0.09999999999999999,0
Research & Development,Research Scientist,2096.0,No,5.0,45.0,7,3.0,0.6,2,No,13.1,65.5,0.09999999999999999,0
Sales,Sales Executive,6209.0,No,5.0,45.0,6,3.0,0.6,10,No,38.80625,194.03125,0.09999999999999999,0
Research & Development,Manager,18061.0,No,5.0,45.0,6,4.0,0.8,0,No,112.88125,564.40625,0.13333333333333333,0
Research & Development,Manager,17123.0,Yes,15.0,55.0,3,3.0,0.6,19,No,107.01875,1605.28125,0.0375,1
Research & Development,Research Scientist,2372.0,No,5.0,45.0,7,3.0,0.6,2,No,14.825,74.125,0.09999999999999999,0
Research & Development,Laboratory Technician,4883.0,No,5.0,45.0,7,3.0,0.6,10,Yes,30.51875,152.59375,0.09999999999999999,0
Research & Development,Research Scientist,3904.0,No,5.0,45.0,4,3.0,0.6,5,Yes,24.4,122.0,0.09999999999999999,0
Research & Development,Laboratory Technician,4627.0,No,5.0,45.0,4,3.0,0.6,9,No,28.91875,144.59375,0.09999999999999999,0
Research & Development,Healthcare Representative,7094.0,No,5.0,45.0,3,3.0,0.6,7,No,44.3375,221.6875,0.09999999999999999,0
Human Resources,Human Resources,3423.0,No,5.0,45.0,5,3.0,0.6,7,No,21.39375,106.96875,0.09999999999999999,0
Research & Development,Laboratory Technician,6674.0,No,5.0,45.0,5,3.0,0.6,9,No,41.7125,208.5625,0.09999999999999999,0
Research & Development,Research Director,16880.0,Yes,15.0,55.0,5,3.0,0.6,3,No,105.5,1582.5,0.0375,1
Sales,Sales Executive,9094.0,Yes,15.0,55.0,5,3.0,0.6,5,Yes,56.8375,852.5625,0.0375,1
Sales,Sales Executive,8446.0,Yes,15.0,55.0,6,3.0,0.6,8,Yes,52.7875,791.8125,0.0375,1
Research & Development,Manager,11916.0,Yes,15.0,55.0,5,4.0,0.8,9,No,74.475,1117.125,0.05,0
Research & Development,Manufacturing Director,4534.0,No,5.0,45.0,6,3.0,0.6,8,No,28.3375,141.6875,0.09999999999999999,0
Sales,Sales Executive,9852.0,Yes,15.0,55.0,8,3.0,0.6,10,No,61.575,923.625,0.0375,1
Sales,Sales Executive,6151.0,No,5.0,45.0,3,3.0,0.6,19,No,38.44375,192.21875,0.09999999999999999,0
Sales,Sales Representative,2302.0,Yes,15.0,55.0,3,3.0,0.6,3,Yes,14.3875,215.8125,0.0375,1
Research & Development,Laboratory Technician,2362.0,No,5.0,45.0,6,3.0,0.6,3,Yes,14.7625,73.8125,0.09999999999999999,0
Research & Development,Manager,17861.0,Yes,15.0,55.0,6,3.0,0.6,20,No,111.63125,1674.46875,0.0375,1
Research & Development,Manager,19187.0,No,5.0,45.0,5,3.0,0.6,19,No,119.91875,599.59375,0.09999999999999999,0
Human Resources,Manager,19717.0,No,5.0,45.0,3,3.0,0.6,7,No,123.23125,616.15625,0.09999999999999999,0
Research & Development,Research Scientist,3544.0,No,5.0,45.0,4,3.0,0.6,4,No,22.15,110.75,0.09999999999999999,0
Research & Development,Healthcare Representative,8500.0,No,5.0,45.0,7,3.0,0.6,9,No,53.125,265.625,0.09999999999999999,0
Research & Development,Research Scientist,4661.0,No,5.0,45.0,6,3.0,0.6,9,No,29.13125,145.65625,0.09999999999999999,0
Sales,Sales Executive,4103.0,No,5.0,45.0,5,3.0,0.6,9,No,25.64375,128.21875,0.09999999999999999,0
Research & Development,Research Scientist,4249.0,Yes,15.0,55.0,7,3.0,0.6,9,No,26.55625,398.34375,0.0375,1
Human Resources,Manager,14026.0,Yes,15.0,55.0,8,3.0,0.6,33,No,87.6625,1314.9375,0.0375,1
Sales,Sales Executive,6893.0,No,5.0,45.0,4,3.0,0.6,7,No,43.08125,215.40625,0.09999999999999999,0
Sales,Sales Executive,6125.0,No,5.0,45.0,6,3.0,0.6,10,No,38.28125,191.40625,0.09999999999999999,0
Research & Development,Laboratory Technician,3669.0,No,5.0,45.0,3,3.0,0.6,3,No,22.93125,114.65625,0.09999999999999999,0
Research & Development,Manufacturing Director,10008.0,Yes,15.0,55.0,6,3.0,0.6,10,Yes,62.55,938.25,0.0375,1
Research & Development,Laboratory Technician,2387.0,No,5.0,45.0,4,4.0,0.8,4,No,14.91875,74.59375,0.13333333333333333,0
Sales,Sales Executive,4639.0,No,5.0,45.0,4,3.0,0.6,15,No,28.99375,144.96875,0.09999999999999999,0
Research & Development,Manufacturing Director,7898.0,No,5.0,45.0,8,3.0,0.6,10,No,49.3625,246.8125,0.09999999999999999,0
Sales,Sales Representative,2534.0,No,5.0,45.0,7,3.0,0.6,1,No,15.8375,79.1875,0.09999999999999999,0
Research & Development,Manufacturing Director,13142.0,No,5.0,45.0,6,3.0,0.6,5,No,82.1375,410.6875,0.09999999999999999,0
Research & Development,Laboratory Technician,1611.0,No,5.0,45.0,7,3.0,0.6,0,No,10.06875,50.34375,0.09999999999999999,0
Research & Development,Laboratory Technician,5363.0,No,5.0,45.0,4,3.0,0.6,9,No,33.51875,167.59375,0.09999999999999999,0
Sales,Sales Executive,5071.0,No,5.0,45.0,5,4.0,0.8,6,No,31.69375,158.46875,0.13333333333333333,0
Sales,Sales Executive,13695.0,Yes,15.0,55.0,5,3.0,0.6,19,Yes,85.59375,1283.90625,0.0375,1
Research & Development,Manufacturing Director,13402.0,Yes,15.0,55.0,8,3.0,0.6,19,No,83.7625,1256.4375,0.0375,1
Research & Development,Research Scientist,2029.0,No,5.0,45.0,4,4.0,0.8,5,No,12.68125,63.40625,0.13333333333333333,0
Research & Development,Healthcare Representative,6377.0,No,5.0,45.0,7,4.0,0.8,12,No,39.85625,199.28125,0.13333333333333333,0
Research & Development,Laboratory Technician,5429.0,No,5.0,45.0,5,3.0,0.6,8,No,33.93125,169.65625,0.09999999999999999,0
Sales,Sales Representative,2785.0,No,5.0,45.0,5,3.0,0.6,1,Yes,17.40625,87.03125,0.09999999999999999,0
Sales,Sales Executive,4614.0,Yes,15.0,55.0,6,3.0,0.6,4,Yes,28.8375,432.5625,0.0375,1
Research & Development,Research Scientist,2610.0,No,5.0,45.0,7,3.0,0.6,4,No,16.3125,81.5625,0.09999999999999999,0
Research & Development,Healthcare Representative,6687.0,No,5.0,45.0,4,3.0,0.6,14,No,41.79375,208.96875,0.09999999999999999,0
Sales,Sales Executive,4724.0,No,5.0,45.0,4,3.0,0.6,5,No,29.525,147.625,0.09999999999999999,0
Research & Development,Manufacturing Director,6179.0,Yes,15.0,55.0,3,3.0,0.6,10,Yes,38.61875,579.28125,0.0375,1
Sales,Sales Executive,6120.0,Yes,15.0,55.0,6,3.0,0.6,5,No,38.25,573.75,0.0375,1
Sales,Sales Executive,10596.0,No,5.0,45.0,4,3.0,0.6,4,No,66.225,331.125,0.09999999999999999,0
Research & Development,Research Scientist,5467.0,Yes,15.0,55.0,3,3.0,0.6,6,No,34.16875,512.53125,0.0375,1
Research & Development,Research Scientist,2996.0,Yes,15.0,55.0,4,3.0,0.6,6,No,18.725,280.875,0.0375,1
Sales,Sales Executive,9998.0,No,5.0,45.0,6,3.0,0.6,5,No,62.4875,312.4375,0.09999999999999999,0
Sales,Sales Executive,4078.0,Yes,15.0,55.0,8,3.0,0.6,3,No,25.4875,382.3125,0.0375,1
Research & Development,Healthcare Representative,10920.0,No,5.0,45.0,7,4.0,0.8,6,No,68.25,341.25,0.13333333333333333,0
Sales,Sales Executive,6232.0,No,5.0,45.0,7,3.0,0.6,3,No,38.95,194.75,0.09999999999999999,0
Research & Development,Manufacturing Director,13247.0,Yes,15.0,55.0,6,3.0,0.6,5,No,82.79375,1241.90625,0.0375,1
Research & Development,Research Scientist,4081.0,Yes,15.0,55.0,8,3.0,0.6,20,No,25.50625,382.59375,0.0375,1
Sales,Sales Executive,5769.0,Yes,15.0,55.0,5,3.0,0.6,6,No,36.05625,540.84375,0.0375,1
Research & Development,Research Scientist,2394.0,Yes,15.0,55.0,8,3.0,0.6,8,Yes,14.9625,224.4375,0.0375,1
Research & Development,Research Scientist,3904.0,No,5.0,45.0,7,3.0,0.6,4,No,24.4,122.0,0.09999999999999999,0
Human Resources,Manager,16799.0,No,5.0,45.0,6,3.0,0.6,20,No,104.99375,524.96875,0.09999999999999999,0
Research & Development,Laboratory Technician,2950.0,No,5.0,45.0,5,3.0,0.6,5,No,18.4375,92.1875,0.09999999999999999,0
Research & Development,Laboratory Technician,3629.0,No,5.0,45.0,3,3.0,0.6,3,No,22.68125,113.40625,0.09999999999999999,0
Research & Development,Manufacturing Director,9362.0,No,5.0,45.0,6,3.0,0.6,2,No,58.5125,292.5625,0.09999999999999999,0
Research & Development,Laboratory Technician,3229.0,No,5.0,45.0,4,3.0,0.6,3,No,20.18125,100.90625,0.09999999999999999,0
Research & Development,Laboratory Technician,3578.0,No,5.0,45.0,4,3.0,0.6,7,No,22.3625,111.8125,0.09999999999999999,0
Human Resources,Human Resources,7988.0,No,5.0,45.0,3,3.0,0.6,10,No,49.925,249.625,0.09999999999999999,0
Research & Development,Laboratory Technician,4284.0,No,5.0,45.0,8,4.0,0.8,4,Yes,26.775,133.875,0.13333333333333333,0
Research & Development,Healthcare Representative,7553.0,Yes,15.0,55.0,4,3.0,0.6,8,Yes,47.20625,708.09375,0.0375,1
Research & Development,Research Director,17328.0,No,5.0,45.0,4,3.0,0.6,20,No,108.3,541.5,0.09999999999999999,0
Research & Development,Research Director,19701.0,Yes,15.0,55.0,7,4.0,0.8,9,No,123.13125,1846.96875,0.05,0
Research & Development,Research Director,14732.0,No,5.0,45.0,5,3.0,0.6,7,No,92.075,460.375,0.09999999999999999,0
Sales,Sales Executive,9278.0,Yes,15.0,55.0,4,3.0,0.6,5,No,57.9875,869.8125,0.0375,1
Sales,Sales Representative,1359.0,No,5.0,45.0,5,3.0,0.6,1,Yes,8.49375,42.46875,0.09999999999999999,0
Sales,Sales Executive,4779.0,No,5.0,45.0,7,3.0,0.6,3,No,29.86875,149.34375,0.09999999999999999,0
Research & Development,Research Director,16422.0,No,5.0,45.0,7,3.0,0.6,3,No,102.6375,513.1875,0.09999999999999999,0
Research & Development,Research Scientist,2996.0,No,5.0,45.0,5,3.0,0.6,4,No,18.725,93.625,0.09999999999999999,0
Research & Development,Research Scientist,1261.0,No,5.0,45.0,8,3.0,0.6,1,Yes,7.88125,39.40625,0.09999999999999999,0
Research & Development,Laboratory Technician,2099.0,No,5.0,45.0,8,3.0,0.6,5,No,13.11875,65.59375,0.09999999999999999,0
Research & Development,Laboratory Technician,5810.0,No,5.0,45.0,3,3.0,0.6,10,No,36.3125,181.5625,0.09999999999999999,0
Sales,Sales Executive,5647.0,No,5.0,45.0,7,3.0,0.6,3,No,35.29375,176.46875,0.09999999999999999,0
Research & Development,Research Scientist,3420.0,No,5.0,45.0,3,3.0,0.6,6,No,21.375,106.875,0.09999999999999999,0
Sales,Sales Representative,4400.0,No,5.0,45.0,6,3.0,0.6,3,Yes,27.5,137.5,0.09999999999999999,0
Research & Development,Laboratory Technician,3500.0,No,5.0,45.0,6,3.0,0.6,6,No,21.875,109.375,0.09999999999999999,0
Research & Development,Research Scientist,2066.0,No,5.0,45.0,6,4.0,0.8,3,No,12.9125,64.5625,0.13333333333333333,0
Research & Development,Research Director,17169.0,No,5.0,45.0,7,3.0,0.6,20,No,107.30625,536.53125,0.09999999999999999,0
Sales,Sales Executive,4162.0,Yes,15.0,55.0,8,3.0,0.6,5,No,26.0125,390.1875,0.0375,1
Sales,Sales Executive,9204.0,No,5.0,45.0,7,3.0,0.6,4,No,57.525,287.625,0.09999999999999999,0
Research & Development,Laboratory Technician,3294.0,No,5.0,45.0,4,3.0,0.6,5,No,20.5875,102.9375,0.09999999999999999,0
Research & Development,Research Scientist,2127.0,Yes,15.0,55.0,8,3.0,0.6,4,No,13.29375,199.40625,0.0375,1
Research & Development,Laboratory Technician,3975.0,No,5.0,45.0,6,3.0,0.6,8,No,24.84375,124.21875,0.09999999999999999,0
Sales,Sales Executive,10793.0,No,5.0,45.0,3,3.0,0.6,13,No,67.45625,337.28125,0.09999999999999999,0
Sales,Sales Executive,10096.0,No,5.0,45.0,3,3.0,0.6,7,Yes,63.1,315.5,0.09999999999999999,0
Research & Development,Laboratory Technician,3646.0,Yes,15.0,55.0,8,4.0,0.8,1,Yes,22.7875,341.8125,0.05,0
Research & Development,Manufacturing Director,7446.0,No,5.0,45.0,3,3.0,0.6,10,Yes,46.5375,232.6875,0.09999999999999999,0
Research & Development,Healthcare Representative,10851.0,Yes,15.0,55.0,3,3.0,0.6,7,No,67.81875,1017.2812499999999,0.0375,1
Human Resources,Human Resources,2109.0,No,5.0,45.0,5,3.0,0.6,3,No,13.18125,65.90625,0.09999999999999999,0
Research & Development,Laboratory Technician,3722.0,Yes,15.0,55.0,3,3.0,0.6,2,Yes,23.2625,348.9375,0.0375,1
Research & Development,Manufacturing Director,9380.0,Yes,15.0,55.0,8,3.0,0.6,3,No,58.625,879.375,0.0375,1
Sales,Sales Executive,5486.0,No,5.0,45.0,8,3.0,0.6,2,No,34.2875,171.4375,0.09999999999999999,0
Human Resources,Human Resources,2742.0,No,5.0,45.0,7,3.0,0.6,2,Yes,17.1375,85.6875,0.09999999999999999,0
Research & Development,Research Director,13757.0,No,5.0,45.0,4,3.0,0.6,9,No,85.98125,429.90625,0.09999999999999999,0
Sales,Sales Executive,8463.0,No,5.0,45.0,4,3.0,0.6,5,No,52.89375,264.46875,0.09999999999999999,0
Research & Development,Laboratory Technician,3162.0,No,5.0,45.0,8,3.0,0.6,5,No,19.7625,98.8125,0.09999999999999999,0
Research & Development,Research Director,16598.0,No,5.0,45.0,8,3.0,0.6,9,No,103.7375,518.6875,0.09999999999999999,0
Research & Development,Healthcare Representative,6651.0,No,5.0,45.0,6,3.0,0.6,3,No,41.56875,207.84375,0.09999999999999999,0
Research & Development,Research Scientist,2345.0,No,5.0,45.0,5,3.0,0.6,3,No,14.65625,73.28125,0.09999999999999999,0
Research & Development,Research Scientist,3420.0,No,5.0,45.0,6,3.0,0.6,5,No,21.375,106.875,0.09999999999999999,0
Sales,Sales Executive,4373.0,No,5.0,45.0,3,3.0,0.6,4,No,27.33125,136.65625,0.09999999999999999,0
Sales,Sales Executive,4759.0,No,5.0,45.0,7,3.0,0.6,13,No,29.74375,148.71875,0.09999999999999999,0
Sales,Sales Executive,5301.0,No,5.0,45.0,8,3.0,0.6,2,No,33.13125,165.65625,0.09999999999999999,0
Research & Development,Laboratory Technician,3673.0,No,5.0,45.0,7,3.0,0.6,12,No,22.95625,114.78125,0.09999999999999999,0
Sales,Sales Executive,4768.0,No,5.0,45.0,4,3.0,0.6,1,No,29.8,149.0,0.09999999999999999,0
Research & Development,Research Scientist,1274.0,No,5.0,45.0,7,3.0,0.6,1,No,7.9625,39.8125,0.09999999999999999,0
Research & Development,Research Scientist,4900.0,No,5.0,45.0,7,4.0,0.8,12,No,30.625,153.125,0.13333333333333333,0
Research & Development,Healthcare Representative,10466.0,No,5.0,45.0,8,3.0,0.6,8,No,65.4125,327.0625,0.09999999999999999,0
Research & Development,Research Director,17007.0,No,5.0,45.0,3,3.0,0.6,14,No,106.29375,531.46875,0.09999999999999999,0
Sales,Sales Representative,2909.0,No,5.0,45.0,4,3.0,0.6,3,Yes,18.18125,90.90625,0.09999999999999999,0
Sales,Sales Executive,5765.0,No,5.0,45.0,7,3.0,0.6,5,Yes,36.03125,180.15625,0.09999999999999999,0
Sales,Sales Executive,4599.0,Yes,15.0,55.0,6,4.0,0.8,15,Yes,28.74375,431.15625,0.05,0
Sales,Sales Representative,2404.0,No,5.0,45.0,3,3.0,0.6,1,No,15.025,75.125,0.09999999999999999,0
Research & Development,Laboratory Technician,3172.0,Yes,15.0,55.0,8,3.0,0.6,0,Yes,19.825,297.375,0.0375,1
Sales,Sales Representative,2033.0,No,5.0,45.0,6,3.0,0.6,1,No,12.70625,63.53125,0.09999999999999999,0
Research & Development,Manufacturing Director,10209.0,Yes,15.0,55.0,4,3.0,0.6,2,No,63.80625,957.09375,0.0375,1
Sales,Sales Executive,8620.0,No,5.0,45.0,7,3.0,0.6,10,No,53.875,269.375,0.09999999999999999,0
Human Resources,Human Resources,2064.0,No,5.0,45.0,5,4.0,0.8,5,No,12.9,64.5,0.13333333333333333,0
Research & Development,Healthcare Representative,4035.0,Yes,15.0,55.0,5,3.0,0.6,3,No,25.21875,378.28125,0.0375,1
Research & Development,Laboratory Technician,3838.0,No,5.0,45.0,5,3.0,0.6,5,No,23.9875,119.9375,0.09999999999999999,0
Sales,Sales Executive,4591.0,Yes,15.0,55.0,3,3.0,0.6,5,No,28.69375,430.40625,0.0375,1
Research & Development,Laboratory Technician,2561.0,No,5.0,45.0,8,3.0,0.6,0,Yes,16.00625,80.03125,0.09999999999999999,0
Research & Development,Research Scientist,1563.0,No,5.0,45.0,3,3.0,0.6,1,No,9.76875,48.84375,0.09999999999999999,0
Sales,Sales Executive,4898.0,No,5.0,45.0,6,3.0,0.6,4,No,30.6125,153.0625,0.09999999999999999,0
Research & Development,Laboratory Technician,4789.0,No,5.0,45.0,6,4.0,0.8,3,No,29.93125,149.65625,0.13333333333333333,0
Research & Development,Laboratory Technician,3180.0,No,5.0,45.0,6,3.0,0.6,3,No,19.875,99.375,0.09999999999999999,0
Research & Development,Manufacturing Director,6549.0,No,5.0,45.0,8,3.0,0.6,8,No,40.93125,204.65625,0.09999999999999999,0
Research & Development,Healthcare Representative,6388.0,Yes,15.0,55.0,4,3.0,0.6,0,No,39.925,598.875,0.0375,1
Research & Development,Manager,11244.0,No,5.0,45.0,3,4.0,0.8,5,No,70.275,351.375,0.13333333333333333,0
Research & Development,Manager,16032.0,No,5.0,45.0,4,4.0,0.8,14,No,100.2,501.0,0.13333333333333333,0
Research & Development,Research Scientist,2362.0,No,5.0,45.0,4,3.0,0.6,9,Yes,14.7625,73.8125,0.09999999999999999,0
Research & Development,Research Director,16328.0,No,5.0,45.0,8,3.0,0.6,20,No,102.05,510.25,0.09999999999999999,0
Research & Development,Manufacturing Director,8376.0,No,5.0,45.0,5,3.0,0.6,2,No,52.35,261.75,0.09999999999999999,0
Sales,Manager,16606.0,No,5.0,45.0,6,3.0,0.6,13,No,103.7875,518.9375,0.09999999999999999,0
Research & Development,Healthcare Representative,8606.0,No,5.0,45.0,8,3.0,0.6,11,No,53.7875,268.9375,0.09999999999999999,0
Research & Development,Laboratory Technician,2272.0,No,5.0,45.0,6,3.0,0.6,4,No,14.2,71.0,0.09999999999999999,0
Research & Development,Laboratory Technician,2018.0,No,5.0,45.0,5,3.0,0.6,5,Yes,12.6125,63.0625,0.09999999999999999,0
Sales,Sales Executive,7083.0,Yes,15.0,55.0,5,3.0,0.6,10,No,44.26875,664.03125,0.0375,1
Research & Development,Research Scientist,4084.0,No,5.0,45.0,5,3.0,0.6,7,Yes,25.525,127.625,0.09999999999999999,0
Research & Development,Research Director,14411.0,Yes,15.0,55.0,8,3.0,0.6,32,No,90.06875,1351.03125,0.0375,1
Sales,Sales Representative,2308.0,Yes,15.0,55.0,8,4.0,0.8,11,No,14.425,216.375,0.05,0
Research & Development,Laboratory Technician,4841.0,No,5.0,45.0,8,3.0,0.6,1,No,30.25625,151.28125,0.09999999999999999,0
Research & Development,Research Scientist,4285.0,No,5.0,45.0,7,3.0,0.6,10,No,26.78125,133.90625,0.09999999999999999,0
Research & Development,Healthcare Representative,9715.0,No,5.0,45.0,5,3.0,0.6,7,No,60.71875,303.59375,0.09999999999999999,0
Research & Development,Manufacturing Director,4320.0,No,5.0,45.0,5,3.0,0.6,5,No,27.0,135.0,0.09999999999999999,0
Research & Development,Research Scientist,2132.0,No,5.0,45.0,8,4.0,0.8,5,No,13.325,66.625,0.13333333333333333,0
Research & Development,Healthcare Representative,10124.0,Yes,15.0,55.0,3,3.0,0.6,20,No,63.275,949.125,0.0375,1
Sales,Sales Executive,5473.0,No,5.0,45.0,5,3.0,0.6,8,No,34.20625,171.03125,0.09999999999999999,0
Research & Development,Laboratory Technician,5207.0,Yes,15.0,55.0,8,3.0,0.6,15,No,32.54375,488.15625000000006,0.0375,1
Human Resources,Manager,16437.0,Yes,15.0,55.0,6,4.0,0.8,21,No,102.73125,1540.96875,0.05,0
Research & Development,Laboratory Technician,2296.0,No,5.0,45.0,3,3.0,0.6,1,No,14.35,71.75,0.09999999999999999,0
Research & Development,Healthcare Representative,4069.0,Yes,15.0,55.0,4,3.0,0.6,2,No,25.43125,381.46875,0.0375,1
Research & Development,Healthcare Representative,7441.0,No,5.0,45.0,8,3.0,0.6,10,No,46.50625,232.53125,0.09999999999999999,0
Sales,Sales Representative,2430.0,No,5.0,45.0,8,4.0,0.8,5,No,15.1875,75.9375,0.13333333333333333,0
Research & Development,Research Scientist,5878.0,No,5.0,45.0,3,3.0,0.6,7,No,36.7375,183.6875,0.09999999999999999,0
Sales,Sales Representative,2644.0,Yes,15.0,55.0,5,4.0,0.8,3,No,16.525,247.87499999999997,0.05,0
Sales,Sales Executive,6439.0,No,5.0,45.0,7,3.0,0.6,8,No,40.24375,201.21875,0.09999999999999999,0
Research & Development,Research Scientist,2451.0,No,5.0,45.0,7,3.0,0.6,1,No,15.31875,76.59375,0.09999999999999999,0
Sales,Sales Executive,6392.0,No,5.0,45.0,5,3.0,0.6,2,No,39.95,199.75,0.09999999999999999,0
Sales,Sales Executive,9714.0,No,5.0,45.0,5,3.0,0.6,10,Yes,60.7125,303.5625,0.09999999999999999,0
Human Resources,Human Resources,6077.0,No,5.0,45.0,4,3.0,0.6,6,No,37.98125,189.90625,0.09999999999999999,0
Research & Development,Laboratory Technician,2450.0,No,5.0,45.0,4,3.0,0.6,3,No,15.3125,76.5625,0.09999999999999999,0
Sales,Sales Executive,9250.0,No,5.0,45.0,3,3.0,0.6,4,No,57.8125,289.0625,0.09999999999999999,0
Research & Development,Laboratory Technician,2074.0,Yes,15.0,55.0,5,3.0,0.6,1,Yes,12.9625,194.4375,0.0375,1
Research & Development,Manufacturing Director,10169.0,No,5.0,45.0,4,3.0,0.6,33,Yes,63.55625,317.78125,0.09999999999999999,0
Research & Development,Manufacturing Director,4855.0,No,5.0,45.0,6,3.0,0.6,5,Yes,30.34375,151.71875,0.09999999999999999,0
Research & Development,Research Scientist,4087.0,No,5.0,45.0,6,3.0,0.6,6,No,25.54375,127.71875,0.09999999999999999,0
Research & Development,Research Scientist,2367.0,No,5.0,45.0,6,3.0,0.6,8,No,14.79375,73.96875,0.09999999999999999,0
Research & Development,Research Scientist,2972.0,No,5.0,45.0,3,3.0,0.6,1,No,18.575,92.875,0.09999999999999999,0
Sales,Manager,19586.0,No,5.0,45.0,4,4.0,0.8,36,No,122.4125,612.0625,0.13333333333333333,0
Research & Development,Research Scientist,5484.0,No,5.0,45.0,6,3.0,0.6,2,No,34.275,171.375,0.09999999999999999,0
